PaperID,TrialID,System,Category,Analyte,Value,SD,Unit,Significance,Location,Notes
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,ABR+CHFM,mineral,Copper (Cu),631.0,,mg/kg,b,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=197.72, CV%=39.9. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table -- only means with significance-letter groupings; SD left blank, not fabricated."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,ABR+CHFM,mineral,Manganese (Mn),201.0,,mg/kg,ab,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.05, LSD=38.0, CV%=25.6. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table -- only means with significance-letter groupings; SD left blank, not fabricated."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,ABR+CHFM,mineral,Sodium (Na),7371.7,,mg/kg,NR,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=0.069, CV%=16.6. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table -- only means with significance-letter groupings; SD left blank, not fabricated. WARN-MINOR: no significance letters printed for Na despite P=0.001 (every other analyte in this table carries letters); LSD printed (0.069) is implausibly small relative to Na's mean spread (2496.8-7371.7). Significance recorded NR rather than fabricated; raw mean is directly printed and unambiguous."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Nitrogen (N),38.2,,mg/g,c,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=0.296, CV%=11.4. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Phosphorus (P),6.3,,mg/g,b,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=0.069, CV%=16.6. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Potassium (K),45.6,,mg/g,c,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=0.325, CV%=13.6. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Magnesium (Mg),6.9,,mg/g,a,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=0.08, CV%=12.9. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Calcium (Ca),35.4,,mg/g,b,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=0.477, CV%=17.8. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Iron (Fe),161,,mg/kg,a,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=27.4, CV%=18.0. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Zinc (Zn),70,,mg/kg,b,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=15.3, CV%=30.7. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Copper (Cu),389.7,,mg/kg,a,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=197.72, CV%=39.9. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Manganese (Mn),166.0,,mg/kg,a,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.05, LSD=38.0, CV%=25.6. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control."
magwazaPartiallyTreatedDomestic2020,magwazaPartiallyTreatedDomestic2020-T2,CHFM,mineral,Sodium (Na),2496.8,,mg/kg,NR,"Table 3, p.6","Table 3 (p.6): one-way ANOVA, P=0.001, LSD=0.069, CV%=16.6. Leaves harvested at 106 DAT (end of trial). Paper gives no SD/dispersion for this table. Recorded as the paired control (CHFM) for magwazaPartiallyTreatedDomestic2020-T2; repeated across both trial rows per SCHEMA convention of restating the shared control. WARN-MINOR: no significance letters printed for Na despite P=0.001; LSD printed (0.069) implausibly small; Significance recorded NR."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,AP,mineral,Phosphorus (P),8961.5,236.4,UNCLEAR,b,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,HYD,mineral,Phosphorus (P),11346.2,395.6,UNCLEAR,a,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,AP,mineral,Potassium (K),16517.7,586.8,UNCLEAR,b,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,HYD,mineral,Potassium (K),19161.1,791.3,UNCLEAR,a,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,AP,mineral,Iron (Fe),301.1,11.8,UNCLEAR,a,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed. AP > HP for Fe -- paper attributes this to the corrective iron supplementation in week 2 (see trials.csv Iron supplementedDetails), not an intrinsic AP nutrient advantage."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,HYD,mineral,Iron (Fe),232.6,8.4,UNCLEAR,b,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,AP,mineral,Magnesium (Mg),3009.3,125.8,UNCLEAR,a,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,HYD,mineral,Magnesium (Mg),2115.7,77.5,UNCLEAR,b,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,AP,mineral,Calcium (Ca),4110.6,160.1,UNCLEAR,a,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mehdiEvaluatingPerformanceLimitations2026,mehdiEvaluatingPerformanceLimitations2026-T1,HYD,mineral,Calcium (Ca),3285.6,131.0,UNCLEAR,b,"Table 4, p.9 ('Plant Nutrient Accumulation')","WARN-CHECK unit not explicitly stated for this Table 4 row. Table 4's caption and column header give no unit for the 'Plant Nutrient Accumulation' block (unlike Table 2's batch-test rates, explicitly mg/L.d-1.plant-1). Recorded as UNCLEAR rather than assumed; mg/kg DW would be the standard ICP-OES tissue-nutrient convention consistent with Methods 2.3, but this is not confirmed in text. WARN-CHECK tissue basis unclear. Methods 2.3 (p.5): 'The roots and leaves were separated...dried...The dried root and leaf samples were crushed to a 40 mesh size for further macro- and micronutrient...analysis'. Table 4 gives only one value per nutrient per system, not separate root/leaf figures. Not stated whether root and leaf tissue were combined into one composite sample before digestion, or whether this figure represents only one fraction (e.g. leaf). Recorded as reported; basis not assumed."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Nitrogen (N),17.9,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Nitrogen (N),20.3,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Nitrogen (N),21.03,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Nitrogen (N),20.3,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Phosphorus (P),6.54,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Phosphorus (P),7.35,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Phosphorus (P),5.65,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Phosphorus (P),7.35,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Potassium (K),58.1,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Potassium (K),59.1,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Potassium (K),67.3,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Potassium (K),59.1,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Calcium (Ca),17.3,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Calcium (Ca),18.05,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Calcium (Ca),14.9,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Calcium (Ca),18.05,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Magnesium (Mg),8.2,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Magnesium (Mg),7.5,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Magnesium (Mg),6.9,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Magnesium (Mg),7.5,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Sulfur (S),2.12,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Sulfur (S),3.11,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Sulfur (S),2.81,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Sulfur (S),3.11,NR,g/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Copper (Cu),47.6,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Copper (Cu),44.3,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Copper (Cu),44.8,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Copper (Cu),44.3,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Iron (Fe),1284.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. Value far above typical lettuce leaf sufficiency range (~50-300 mg/kg DM); paper does not comment on this being elevated -- flagged per schema's out-of-range guidance, not silently accepted."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Iron (Fe),1168.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. Value far above typical lettuce leaf sufficiency range (~50-300 mg/kg DM); paper does not comment on this being elevated -- flagged per schema's out-of-range guidance, not silently accepted. HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Iron (Fe),1498.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. Value far above typical lettuce leaf sufficiency range (~50-300 mg/kg DM); paper does not comment on this being elevated -- flagged per schema's out-of-range guidance, not silently accepted."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,HYD,mineral,Iron (Fe),1168.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. Value far above typical lettuce leaf sufficiency range (~50-300 mg/kg DM); paper does not comment on this being elevated -- flagged per schema's out-of-range guidance, not silently accepted. HS is the paired control shared by both T1 and T2 (same values as T1's HYD rows)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,AP,mineral,Manganese (Mn),203.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. Value at or somewhat above typical lettuce leaf sufficiency range (~20-200 mg/kg DM)."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T1,HYD,mineral,Manganese (Mn),141.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. Value at or somewhat above typical lettuce leaf sufficiency range (~20-200 mg/kg DM). HS is the paired control shared by both T1 and T2."
mendoncaLettuceProductionHydroponic2023,mendoncaLettuceProductionHydroponic2023-T2,AP,mineral,Manganese (Mn),162.0,NR,mg/kg dry matter,NR,"Table 2, p.749","26 days after transplanting; EC stabilized at 1.8+/-0.2 dS/m at time of sampling (Table 2 caption, p.749); dry-matter basis per running text p.751. Value at or somewhat above typical lettuce leaf sufficiency range (~20-200 mg/kg DM)."
